gene	mean	median	longest_isoform	merged
MIR6783	36	22	64	64
C1QL1	1500	1500	1500	1500
DCAKD	1703	1986	2130	3733
NMT1	4068	4886	4943	5913
PLCD3	3460	3460	3460	3460
MIR6784	36	22	67	67
ACBD4	1810	1851	2037	2783
HEXIM1	4785	4785	4785	4785
HEXIM2	1649	1353	2743	3170
LOC339192	1119	1067	1568	2433
FMNL1	3890	3912	3970	4424
SPATA32	1910	2163	2284	2310
MAP3K14-AS1	1097	1097	1371	1633
MAP3K14	4468	4468	4468	4468
ARHGAP27	3519	3650	4746	5525
PLEKHM1	5041	5051	5299	5574
MIR4315-1	45	45	73	73
LRRC37A4P	7238	7238	7238	7238
LOC102724345	1364	1370	1376	1431
LOC644172	2266	2266	2266	2266
LOC102724375	49	49	49	49
CRHR1	2586	2577	2697	3082
MGC57346	2352	2352	2608	2635
CRHR1-IT1	1703	1703	2465	2794
MAPT-AS1	840	840	840	840
SPPL2C	2183	2183	2183	2183
MAPT	4229	3156	6816	7174
MAPT-IT1	3016	3016	3016	3016
STH	445	445	445	445
KANSL1	5128	5132	5349	5842
LOC102724391	1325	1325	1325	1325
KANSL1-AS1	522	522	522	522
LRRC37A	4798	5595	6105	6360
ARL17B	986	790	2022	2507
NSFP1	587	587	587	587
ARL17A	1612	850	5273	8654
LRRC37A2	5175	5175	5175	5175
NSF	3452	3947	3983	4101
LOC102724454	63	63	63	63
WNT3	3355	3355	3355	3355
LOC101929777	830	830	830	830
WNT9B	2059	2059	2654	3177
GOSR2	1890	1469	3825	7562
MIR5089	42	23	84	84
RPRML	1093	1093	1093	1093
LOC102724432	381	381	381	381
LOC101927060	738	579	1246	1485
CDC27	5502	5523	5612	5749
MYL4	894	898	924	1104
ITGB3	4894	4894	4894	4894
LOC102724508	673	673	673	673
EFCAB13	3740	3740	3951	4700
LOC102724487	508	508	508	508
MRPL45P2	1396	1396	1396	1396
NPEPPS	4158	4158	4339	4455
LOC101929046	1563	1563	1563	1563
KPNB1	4109	4109	4272	4453
TBKBP1	3610	3503	4134	4701
TBX21	2572	2572	2572	2572
OSBPL7	3067	3067	3656	3679
MRPL10	1831	1847	1898	1996
LRRC46	1565	1565	1922	2074
SCRN2	1612	1585	1834	2024
SP6	3731	3794	3805	4049
LOC101927122	816	816	816	816
LOC102724532	498	498	521	535
SP2	4480	4696	4804	6005
AC003665.1	1639	1639	2182	2182
PNPO	3557	3557	3650	3703
PRR15L	1452	1518	1609	1616
CDK5RAP3	2399	2547	2921	3160
COPZ2	907	907	907	907
MIR152	43	23	87	87
LOC102724556	198	198	198	198
NFE2L1	4737	4732	4874	4959
CBX1	2327	2327	2422	2676
LOC101929078	1308	1308	1308	1308
SNX11	2260	2315	2402	2441
SKAP1	1430	1522	1576	1696
MIR1203	53	53	85	85
LOC101927166	2259	2259	2259	2259
HOXB1	1014	1014	1014	1014
HOXB2	1415	1392	1604	2059
HOXB-AS1	797	797	797	797
HOXB3	3370	3339	3878	4613
HOXB4	2033	2033	2033	2033
MIR10A	51	23	110	110
HOXB-AS3	512	504	772	1414
HOXB5	1821	1821	1821	1821
HOXB6	2664	2798	3616	4051
HOXB7	1367	1367	1367	1367
HOXB8	1908	1908	1993	1996
HOXB9	2701	2701	2701	2701
MIR196A1	46	46	70	70
LOC101060400	2310	2310	2310	2310
PRAC1	384	384	384	384
PRAC2	519	511	577	697
MIR3185	45	45	68	68
HOXB13	3038	3038	3038	3038
TTLL6	3014	2941	3454	3833
CALCOCO2	3645	3682	3754	3817
ATP5G1	612	612	647	647
UBE2Z	3126	3126	3126	3126
SNF8	1214	1214	1214	1214
GIP	711	711	711	711
IGF2BP1	8504	8391	8769	8961
B4GALNT2	1882	1819	2021	2110
TRNAQ2	72	72	72	72
GNGT2	968	996	1040	1196
ABI3	1991	2091	2109	2130
PHOSPHO1	2658	2822	3180	3180
FLJ40194	722	722	722	722
MIR6129	64	64	109	109
ZNF652	6103	3039	11492	11553
LOC102724596	576	576	608	681
PHB	1808	1885	1953	2048
RP11-1079K10.5	1754	1754	1754	1754
NGFR	3420	3420	3420	3420
RP5-1029K10.2	1221	1221	1221	1221
MIR6165	51	51	84	84
NXPH3	5553	5553	5553	5553
SPOP	2958	2967	3090	3667
SLC35B1	1591	1598	1711	1720
FAM117A	2361	2361	2361	2361
KAT7	3377	3316	3646	3646
TAC4	592	610	675	898
FLJ45513	2100	2100	2100	2100
DLX4	1886	1886	2010	2317
DLX3	2602	2602	2602	2602
RP11-1094H24.4	2533	2533	2533	2533
ITGA3	4815	4885	5027	5027
PDK2	2206	2575	2695	3392
SAMD14	3298	3300	3411	3570
PPP1R9B	4051	4051	4051	4051
SGCA	1292	1337	1433	1559
HILS1	976	976	1049	1049
COL1A1	5299	5336	5927	5930
RP11-893F2.6	460	460	460	460
TMEM92	2256	2732	2767	2816
XYLT2	3557	3601	3666	3944
MRPL27	703	703	703	703
EME1	2159	2315	2354	2354
LRRC59	2915	2915	2915	2915
ACSF2	1948	2162	2320	2557
CHAD	1695	1695	1695	1695
RSAD1	2499	2499	2499	2499
MYCBPAP	3137	3150	3190	3507
EPN3	3927	3927	3927	3927
SPATA20	2721	2719	2774	2774
CACNA1G-AS1	1433	1433	1433	1433
CACNA1G	8033	7901	10053	10421
LOC101927253	510	510	510	510
ABCC3	4012	4987	5166	5284
ANKRD40	4169	4169	4169	4169
LUC7L3	2645	2795	3517	3706
LINC00483	825	825	825	825
MIR8059	51	51	81	81
WFIKKN2	3754	3754	3754	3754
TOB1	2165	2224	2238	2521
TOB1-AS1	1415	1415	1415	1415
SPAG9	5727	4836	8273	8847
NME1-NME2	1185	1185	1295	1295
NME1	921	921	1031	1031
NME2	753	716	850	1244
MBTD1	4745	5339	5400	5834
UTP18	1794	1794	1886	2212
RP11-1018N14.1	1723	1723	1723	1723
FLJ42842	2645	2645	2645	2645
CA10	2911	3089	3370	3986
C17orf112	787	787	835	836
LOC101927337	85	101	103	122
KIF2B	2335	2335	2335	2335
TOM1L1	2153	2162	2340	2348
COX11	1709	1128	2884	2893
STXBP4	3644	3607	6200	6309
HLF	5517	5517	5599	5602
MMD	2182	2723	2826	2921
LOC101927367	358	358	358	358
LOC102724732	428	428	428	428
LOC101927389	709	709	709	709
TMEM100	2004	2004	2253	2388
PCTP	1465	1211	2164	3467
ANKFN1	3211	3211	3997	4216
NOG	1892	1892	1892	1892
C17orf67	1402	1324	2012	2618
DGKE	3593	1541	7768	7808
MTVR2	812	812	812	812
TRIM25	5744	5744	5744	5744
MIR3614	44	23	86	86
COIL	2634	2634	2634	2634
SCPEP1	1877	1877	1945	1945
RNF126P1	1318	1318	1318	1318
LOC101927471	567	568	593	954
AKAP1	3877	4001	4287	4889
LOC101927510	896	896	896	896
MSI2	3732	2218	6311	7864
RP11-118E18.2	563	563	563	563
RP11-118E18.4	1417	1417	1417	1417
CCDC182	849	849	849	849
MRPS23	1492	1492	1492	1492
CUEDC1	3065	3292	3926	4859
VEZF1	4669	4633	4742	4865
LOC101929185	902	902	902	902
FLJ44342	3187	2932	4016	4019
SRSF1	4798	4688	5643	5643
DYNLL2	1522	1522	1522	1522
OR4D1	933	933	933	933
MSX2P1	2162	2162	2162	2162
OR4D2	924	924	924	924
EPX	2910	2910	3103	3222
MKS1	2281	2291	2398	2605
LPO	2866	2891	2979	2979
MPO	3215	3215	3215	3215
BZRAP1	6854	6966	7698	7796
BZRAP1-AS1	2326	2278	2483	2999
MIR142	43	23	87	87
MIR4736	33	33	47	47
SUPT4H1	1529	1529	1530	1530
RNF43	4558	4558	4558	4558
HSF5	4107	4107	4107	4107
MTMR4	5886	5929	5974	6395
SEPT4	1737	1745	2429	3350
RP11-112H10.4	964	964	964	964
C17orf47	2127	2127	2127	2127
TEX14	4845	4847	4946	5053
RAD51C	1050	1157	1322	1542
PPM1E	6220	6345	6545	6567
TRIM37	3771	3551	4516	4827
SKA2	2971	2971	2972	3147
MIR454	53	23	115	115
MIR301A	43	23	86	86
PRR11	4367	4367	6473	6473
SMG8	3266	3266	3266	3266
GDPD1	1924	1631	3285	3470
YPEL2	5232	5232	5232	5232
MIR4729	47	47	72	72
RP11-567L7.6	681	681	681	681
DHX40	3545	3532	3667	3667
CLTC	7808	8575	8587	8608
PTRH2	1423	1423	2049	2117
VMP1	2176	2176	2176	2176
MIR21	38	22	72	72
TUBD1	2251	2274	2493	2602
RPS6KB1	4598	5286	5484	5563
RNFT1	2016	2016	2016	2016
RP11-178C3.2	2097	2097	2097	2097
TBC1D3P1-DHX40P1	1129	1129	1129	1129
MIR4737	50	50	81	81
HEATR6	4027	4027	4120	4133
LOC645638	621	621	621	621
LOC653653	1160	1160	1160	1160
LOC100996660	1347	1401	1406	1647
CA4	1190	1190	1226	1227
USP32	7026	7026	7026	7026
SCARNA20	130	130	130	130
LOC100506882	594	594	594	594
C17orf64	1030	1004	1176	1342
APPBP2	6321	6410	6499	6510
LOC388406	828	828	828	828
PPM1D	4778	4778	4778	4778
BCAS3	3465	3591	3710	4689
TRNASUP1	71	71	71	71
LOC101927855	439	439	439	439
TBX2	3380	3380	3380	3380
C17orf82	1530	1530	1530	1530
TBX4	3158	3332	3398	3558
NACA2	770	770	770	770
BRIP1	8166	8166	8166	8166
INTS2	5907	5868	6162	6162
MED13	10465	10465	10465	10465
TBC1D3P2	2063	2063	2063	2063
EFCAB3	1619	1619	1694	1755
METTL2A	2519	2519	2519	2519
TLK2	5417	5490	5779	6487
MRC2	5992	5992	5992	5992
MARCH10	3106	3116	3472	4470
LOC101927877	1809	1809	1809	1809
MIR633	60	60	98	98
TANC2	10953	11973	12195	12197
CYB561	2991	2984	3154	3714
ACE	3876	3264	4969	5219
KCNH6	3585	3716	3891	4067
DCAF7	3896	3896	6379	6379
TACO1	1469	1469	1469	1469
MAP3K3	4383	4588	5209	5225
LOC101927898	1123	1123	1123	1123
LIMD2	1592	1284	3225	3556
LOC729683	2348	2348	2348	2348
STRADA	2061	2137	2772	3168
CCDC47	3299	3299	3419	3501
DDX42	4033	4011	4148	4219
FTSJ3	3559	3559	3559	3559
PSMC5	1528	1495	1730	1788
SMARCD2	2543	2543	2770	2848
TCAM1P	3317	3317	3317	3317
CSH2	872	883	1136	1136
GH2	955	902	1157	1157
CSH1	918	918	918	918
CSHL1	713	714	837	841
GH1	643	661	822	825
CD79B	1107	1109	1264	1269
SCN4A	8033	8033	8261	8261
RP11-214C8.2	2926	2926	2926	2926
C17orf72	2230	2958	3108	3204
ICAM2	1230	1218	1335	1523
ERN1	6065	6065	8125	8152
SNORD104	80	80	80	80
SNORA76	133	133	133	133
TEX2	5094	5097	5122	5270
PECAM1	3944	3966	6831	7407
MILR1	1451	1393	1757	2247
POLG2	1462	1594	1743	1825
DDX5	3083	2814	3936	5147
MIR3064	36	23	66	66
MIR5047	60	60	100	100
CEP95	3181	3040	4396	5656
SMURF2	4820	4820	5774	6201
LOC146880	2868	2868	2874	4968
LOC101929240	1205	1205	1205	1205
MIR6080	42	42	66	66
PLEKHM1P	2922	2922	2922	2922
MIR4315-2	45	45	73	73
LRRC37A3	5665	5665	5665	5665
LOC101927941	643	643	643	643
AMZ2P1	3442	3442	3442	3442
GNA13	6156	6156	6311	6493
RP11-160O5.1	696	695	708	848
RGS9	2232	2515	2524	2581
AXIN2	4149	4149	4234	4260
LOC102724272	744	744	744	744
CEP112	2927	3222	3539	4698
APOH	1201	1201	1201	1201
PRKCA	4915	4584	8770	16130
RP11-4F22.2	1042	1042	1042	1042
MIR634	59	59	97	97
CACNG5	926	926	926	926
CACNG4	3430	3430	3430	3430
CACNG1	1320	1320	1320	1320
HELZ	13864	13855	13936	15242
LOC101928021	754	840	905	1310
PSMD12	1767	1767	1797	1797
PITPNC1	6120	6248	6367	6794
MIR548AA2	61	61	97	97
MIR548D2	47	22	97	97
LOC101928045	2064	2064	2064	2064
NOL11	2454	2454	2454	2454
SNORA38B	132	132	132	132
BPTF	10228	10369	11333	12210
C17orf58	1494	1494	1566	1566
TRNAR4	73	73	73	73
KPNA2	1980	1980	1980	1980
LINC00674	11193	11193	11193	11193
LOC440461	1643	1643	1643	1643
AMZ2	1472	1419	1980	2552
ARSG	2356	2599	3124	3899
SLC16A6	3775	3747	3955	3976
WIPI1	1877	1877	1924	1924
MIR635	60	60	98	98
LOC102724296	1148	1148	1148	1148
PRKAR1A	3820	4319	4497	5067
FAM20A	2649	1921	4501	4773
RP11-118B18.1	2616	2616	2616	2616
ABCA8	5515	5791	6004	6181
ABCA9	6026	6301	6855	7069
ABCA6	4886	5214	5309	5445
MIR4524B	52	21	115	115
MIR4524A	37	22	69	69
ABCA10	6331	6331	6331	6331
ABCA5	8713	8713	9249	9380
MAP2K6	1770	1806	1989	2437
AC003051.1	667	667	712	712
LOC102723487	298	298	298	298
LINC01028	1112	1112	1173	1173
KCNJ16	4092	4035	4569	4642
KCNJ2-AS1	2442	2442	2442	2442
KCNJ2	5388	5388	5388	5388
CASC17	2062	2062	2062	2062
LOC102723505	786	786	786	786
LINC01152	3323	3323	3578	3578
LOC102723517	966	966	966	966
SOX9-AS1	2386	2386	3033	4528
AC007461.2	2063	2063	2063	2063
SOX9	3935	3935	3935	3935
RP11-1124B17.1	1833	1833	1833	1833
LINC00673	2257	2257	2257	2257
LINC00511	2265	2265	2265	2265
SLC39A11	2023	2245	2969	5593
SSTR2	2996	2996	2996	2996
COG1	3035	3035	3035	3035
FAM104A	2768	2743	2888	2970
C17orf80	2854	2828	3710	4093
CPSF4L	647	647	647	647
CDC42EP4	3258	3258	3416	3528
SDK2	10722	10722	10722	10722
LOC101928251	2276	2276	2276	2276
LOC100134391	1140	1140	1140	1140
LINC00469	1549	1549	1549	1549
AC125421.1	2474	2474	2474	2474
LOC102723567	155	155	155	155
RPL38	374	374	392	392
MGC16275	2501	2501	2501	2501
TTYH2	3358	3372	3447	4177
DNAI2	2212	2242	2279	2279
KIF19	3603	3643	3646	3646
BTBD17	1678	1678	1678	1678
GPR142	1677	1677	1965	1965
GPRC5C	3390	4060	4546	5420
CD300A	1572	1683	1893	2199
CD300LB	1581	1322	2294	2808
CD300C	1588	1588	1588	1588
LOC100130520	919	899	963	963
CD300LD	644	644	644	644
C17orf77	2525	2525	2525	2525
LOC101928343	1492	1492	1572	1572
CD300E	3525	3525	3525	3525
RAB37	2707	2656	3045	3771
CD300LF	1862	1840	1991	2060
SLC9A3R1	2016	2016	2016	2016
MIR3615	54	54	87	87
NAT9	1443	1817	2149	2648
TMEM104	3724	4690	4749	4749
GRIN2C	4226	4431	4464	5244
FDXR	1895	1892	2012	2455
FADS6	2225	2052	2862	2862
USH1G	3538	3538	3565	3565
OTOP2	2147	2147	2147	2147
OTOP3	2400	2400	2433	2433
HID1	2843	3339	3342	3409
LOC102723641	888	888	888	888
CDR2L	3438	3438	3536	3536
ICT1	879	879	879	879
LOC101928375	758	758	758	758
TRNAR8	73	73	73	73
TRNAR20	73	73	73	73
TRNAR25	73	73	73	73
ATP5H	586	586	622	622
KCTD2	3698	3698	3698	3698
SLC16A5	2304	2019	3594	4235
ARMC7	2126	2126	2126	2126
NT5C	917	950	1136	1147
HN1	1691	1630	2294	3084
SUMO2	1030	1030	1066	1066
NUP85	1657	1614	2311	3299
GGA3	3554	3841	4060	4151
MRPS7	1199	1199	1415	1415
MIF4GD	1463	1418	1863	2305
LOC100287042	2597	2597	2597	2597
SLC25A19	1697	1668	1822	2037
GRB2	3242	3242	3303	3304
MIR3678	45	22	94	94
LOC102723674	53	54	54	94
KIAA0195	4800	5047	5464	6132
MIR6785	41	22	81	81
CASKIN2	4757	4757	5016	5180
TSEN54	2232	2134	2721	2824
LLGL2	3095	3505	3557	4434
MYO15B	9408	9408	9408	9408
RECQL5	2871	2861	3768	6014
SMIM5	2295	1548	4350	5329
SMIM6	870	870	912	1005
SAP30BP	2135	2463	2568	3350
ITGB4	5837	5876	6043	6308
GALK1	1361	1361	1361	1361
H3F3B	2705	2705	2705	2705
MIR4738	43	22	87	87
UNK	4471	4836	5527	7986
LOC100507191	715	715	715	715
UNC13D	3534	3480	4393	4893
WBP2	1944	1944	1944	1944
TRIM47	2082	2263	2313	2421
TRIM65	3415	3415	3457	3478
MRPL38	1575	1575	1575	1575
FBF1	3862	3862	3862	3862
ACOX1	7643	7585	7759	7920
TEN1-CDK3	3330	3330	3330	3330
TEN1	997	997	997	997
CDK3	1570	1570	1570	1570
EVPL	6587	6587	6587	6587
SRP68	2594	2741	2850	3058
GALR2	1357	1357	1357	1357
ZACN	1513	1513	1554	1776
EXOC7	4048	4712	4958	5401
MIR6868	33	22	58	58
LOC101928447	332	332	332	332
FOXJ1	2641	2641	2641	2641
RNF157-AS1	2177	2177	2177	2177
RNF157	3417	3414	4952	5181
UBALD2	1589	1589	1589	1589
QRICH2	4740	5359	6380	6386
PRPSAP1	2359	2359	2359	2359
SPHK1	1944	1866	2184	2836
UBE2O	5321	5342	5355	5358
AANAT	1469	1469	1913	2093
RHBDF2	3554	3547	4961	5769
CYGB	1941	1941	2166	3334
PRCD	2029	2029	2065	2242
SNHG16	2486	2486	2538	2538
SNORD1C	78	78	78	78
SNORD1B	86	86	86	86
SNORD1A	74	74	74	74
ST6GALNAC2	1948	1948	2105	2105
ST6GALNAC1	2588	2577	2714	2714
MXRA7	2486	1990	4676	6438
JMJD6	3623	3623	5423	5714
METTL23	947	888	1211	1715
SRSF2	2003	1968	2963	2963
MIR636	61	61	99	99
MFSD11	2635	2799	3104	3671
LOC101928514	3087	3087	3087	3087
LOC101928538	542	542	542	542
MGAT5B	3947	4077	4244	4497
LINC00338	2169	2169	2169	2169
SEC14L1	4839	5493	5584	6247
SCARNA16	187	187	187	187
MIR6516	41	22	81	81
SEPT9	3600	3639	4457	7519
MIR4316	44	44	71	71
LOC100996273	2946	2946	2946	2946
LOC400622	595	595	595	595
LOC100507351	4232	4232	4232	4232
LOC102723805	1245	1245	1245	1245
LOC100132174	2281	2281	2281	2281
FLJ45079	4704	4704	4704	4704
TNRC6C	8692	8405	9771	9904
TNRC6C-AS1	3189	3189	3189	3189
TMC6	2757	2789	2934	3072
TMC8	3545	3422	4419	5791
C17orf99	905	909	1090	1429
LOC102723826	55	55	56	74
SYNGR2	1560	1621	1694	1822
TK1	1629	1629	1664	2189
AFMID	1277	1274	1745	2333
BIRC5	2581	2572	2700	2865
TMEM235	1923	2341	2491	2763
RP11-219G17.4	2934	2934	2934	2934
SOCS3	2737	2737	2737	2737
RP11-806H10.4	753	753	844	957
PGS1	1980	1965	2372	2482
DNAH17	13723	13723	13723	13723
DNAH17-AS1	5163	5163	5163	5163
LOC101928710	497	497	497	497
CYTH1	3460	3320	4154	4849
USP36	5293	5595	5979	6754
TIMP2	3655	3655	3655	3655
LOC100653515	2151	2136	2272	2508
LGALS3BP	2260	2260	2260	2260
CANT1	3518	3535	3736	3955
LOC102724315	749	749	749	749
C1QTNF1-AS1	942	942	966	966
C1QTNF1	3025	2909	3497	4376
ENGASE	4007	4413	4619	5386
RBFOX3	2940	3096	3402	3638
LOC102723900	631	631	679	707
FLJ44838	2663	2663	2663	2663
LOC101929831	400	400	400	400
LOC102723939	54	53	59	73
MIR4739	49	49	74	74
HP09025	4237	4237	4237	4237
ENPP7	1757	1757	1859	2043
CBX2	3125	4033	4265	5020
CBX8	1546	1546	1546	1546
LOC102723961	342	342	342	342
CBX4	2649	2649	2649	2649
RP11-353N14.5	4389	4389	4389	4389
LOC101928738	1540	1540	1540	1540
TBC1D16	7636	9830	10946	11480
CCDC40	3270	3333	4298	5522
MIR1268B	35	35	50	50
GAA	3627	3622	3775	3826
EIF4A3	1734	1734	1734	1734
CARD14	3144	3383	4176	4912
SGSH	1923	1934	2768	3034
SLC26A11	2808	2853	2988	3281
RNF213	15644	17694	21062	23576
LOC100294362	3699	3699	3699	3699
ENDOV	1504	1173	2820	3752
MIR4730	49	49	76	76
NPTX1	5437	5437	5437	5437
RPTOR	6619	6619	6856	6856
RP11-28G8.1	3204	3204	3204	3204
FLJ46026	685	685	685	685
CHMP6	1268	1268	1664	1908
PP13	1786	1786	1786	1786
BAIAP2-AS1	4421	4421	4421	4421
BAIAP2	2790	2963	3352	5138
AATK	4979	5170	5391	5943
MIR657	60	60	98	98
MIR3065	41	23	79	79
MIR338	37	22	67	67
MIR1250	67	67	113	113
AATK-AS1	1577	1577	1577	1577
AZI1	3548	3560	3619	3740
ENTHD2	2818	2685	3780	4028
C17orf89	560	560	560	560
SLC38A10	4027	4452	4523	5264
LINC00482	2970	2970	2970	2970
TMEM105	3321	3321	3321	3321
RP11-1055B8.3	663	663	767	831
LOC100507520	4260	4260	4260	4260
BAHCC1	10392	10389	10448	10458
MIR4740	35	22	63	63
MIR3186	42	22	85	85
ACTG1	1767	1986	2129	2263
FSCN2	2486	2486	3302	3302
C17orf70	3447	3653	3849	3989
NPLOC4	4381	4381	4381	4381
TSPAN10	1613	1613	1613	1613
PDE6G	1115	1023	1505	1505
OXLD1	620	620	620	620
CCDC137	2109	2109	2109	2109
ARL16	1207	1207	1207	1207
HGS	2970	2970	2972	3141
MIR6786	52	23	113	113
MRPL12	1015	1015	1015	1015
SLC25A10	1835	1952	2021	2095
GCGR	2112	2077	2208	2360
FAM195B	1143	1151	1285	1421
PPP1R27	799	799	799	799
P4HB	2578	2578	2578	2578
ARHGDIA	1918	1906	2076	2185
ALYREF	1017	1017	1097	1490
ANAPC11	947	922	1186	1613
NPB	617	617	617	617
PCYT2	3325	3315	3636	3923
SIRT7	1593	1723	1828	1984
MAFG	5357	5070	5965	6302
MAFG-AS1	1895	1895	1895	1895
PYCR1	1903	1890	2233	2304
MYADML2	2452	2452	2452	2452
NOTUM	2217	2217	2217	2217
ASPSCR1	1918	1843	2125	2125
STRA13	798	769	928	928
LRRC45	2235	2235	2599	2830
RAC3	904	904	1060	1064
DCXR	826	826	829	829
RFNG	1828	1828	1828	1828
GPS1	2054	2058	2347	2454
DUS1L	1996	1884	2234	2248
FASN	8458	8458	8458	8458
CCDC57	3605	3749	4069	4815
SLC16A3	2056	2060	2087	2482
MIR6787	35	22	61	61
CSNK1D	3738	3952	4622	7474
LOC101929511	1810	1810	1810	1810
CD7	1283	1283	1283	1283
SECTM1	2054	2054	2282	2282
LOC101929725	1044	1044	1044	1044
TEX19	1965	1965	1995	1996
UTS2R	1170	1170	1170	1170
OGFOD3	3709	4402	4513	4792
LOC102723806	1834	1834	1834	1834
HEXDC	1796	1815	2315	3561
C17orf62	2115	2152	2873	3271
NARF	1659	1690	1783	2146
TRNAM14	72	72	72	72
FOXK2	5046	5046	5262	5262
LOC102723820	2065	2065	2065	2065
WDR45B	2485	2553	2587	3181
RAB40B	1622	1690	1953	2967
MIR4525	48	48	75	75
LOC101929552	1090	1090	1090	1090
FN3KRP	1890	1890	1954	1954
FN3K	1433	1433	1433	1433
TBCD	3013	2594	4432	5391
ZNF750	3191	3191	3191	3191
B3GNTL1	1605	1383	2724	4337
METRNL	1378	1378	1424	1719
LOC101930496	337	337	337	337
LOC102723913	1273	1273	1273	1273
LOC101929650	522	522	522	522
LOC100505909	973	973	973	973
FLJ43681	2256	2256	2256	2256
LOC102724130	630	630	630	630
LOC102724119	586	586	586	586
ROCK1P1	2457	2457	2457	2457
MIR8078	53	53	84	84
USP14	4103	4103	4156	4156
THOC1	2120	2120	2120	2120
COLEC12	2487	2487	3134	3438
CETN1	1156	1156	1156	1156
CLUL1	1989	1955	2188	2437
C18orf56	844	844	844	844
TYMS	1583	1583	1583	1583
ENOSF1	2768	2071	5388	5716
YES1	4593	4593	4685	4689
ADCYAP1	3336	3259	3563	3753
LOC388456	861	861	861	861
LINC00470	2077	2093	2231	2241
LOC101926997	1946	1946	1946	1946
METTL4	3016	3246	3674	3869
NDC80	2172	2172	2172	2172
CBX3P2	1429	1429	1429	1429
SMCHD1	7794	8205	8672	8782
EMILIN2	4009	4009	4009	4009
LPIN2	5459	6166	6229	6752
LOC727896	3412	3412	3412	3412
MYOM1	5703	5703	5847	5847
LOC101927044	643	643	643	643
MYL12A	1050	1037	1229	1547
MYL12B	992	1006	1025	1178
TGIF1	1692	1660	2252	4642
LOC101927094	218	218	218	218
RP11-838N2.4	535	473	661	690
DLGAP1	5270	5312	6688	7764
DLGAP1-AS1	993	993	993	993
DLGAP1-AS3	1258	1258	1258	1258
MIR6718	50	50	80	80
DLGAP1-AS4	757	757	757	757
LOC102724716	824	824	824	824
DLGAP1-AS5	3220	3220	3220	3220
C18orf42	2302	2302	2302	2302
LINC00526	1306	1306	1306	1306
LINC00667	3979	3979	3979	3979
ZBTB14	3507	3502	3683	3776
EPB41L3	3907	3979	4777	7222
RP11-945C19.1	1690	1690	1690	1690
MIR3976	81	81	139	139
TMEM200C	2704	2704	3488	3488
L3MBTL4	2858	3386	4493	6530
RP11-760N9.1	2085	2085	2085	2085
MIR4317	41	41	65	65
C18orf64	603	603	603	603
LOC101927168	383	383	383	383
ARHGAP28	4897	5656	5856	6249
LINC00668	1751	1751	1751	1751
LAMA1	9657	9657	9657	9657
LOC101927188	2295	2295	2295	2295
LRRC30	906	906	906	906
PTPRM	5229	5600	5701	5897
LOC101927208	783	783	783	783
RP11-789C17.3	616	616	616	616
RAB12	1949	1949	2138	2269
LOC100287082	812	812	812	812
SOGA2	6030	6103	6908	7448
NDUFV2	928	928	930	943
RP11-143J12.2	1093	1018	1418	1775
ANKRD12	9712	9063	11341	11969
LOC102724383	695	695	695	695
LOC102724397	579	579	610	610
TWSG1	3756	3756	3756	3756
RALBP1	4879	4354	5935	6250
PPP4R1	3553	3932	3974	4099
RP11-692N5.1	460	472	578	883
RAB31	3994	3994	3994	3994
TXNDC2	2530	2836	2881	3245
VAPA	6926	6926	6994	6994
RP11-243E13.1	1907	1907	1907	1907
APCDD1	2562	2562	2562	2562
NAPG	3715	3715	3715	3715
LOC101927376	1038	1038	1038	1038
LOC102724470	98	98	98	98
RP11-856M7.1	3566	3566	3566	3566
PIEZO2	9713	9713	9713	9713
RP11-712C7.1	580	580	646	665
SLC35G4	1055	1055	1055	1055
MIR7153	32	23	57	57
GNAL	5083	5829	6476	7451
LOC102724534	72	72	72	72
LOC102724524	649	649	649	649
CHMP1B	3060	3060	3060	3060
MPPE1	2318	2272	3129	3629
LOC101927511	369	360	442	556
IMPA2	1537	1537	1537	1537
ANKRD62	4295	4295	4748	4831
LOC102724582	268	268	268	268
C18orf61	2714	2714	2714	2714
CIDEA	1221	1070	1543	1853
TUBB6	1953	1953	2091	2091
AFG3L2	3209	3209	3209	3209
SLMO1	1719	1719	1721	1721
SPIRE1	5265	5402	5711	5984
PSMG2	1053	1053	1124	1159
CEP76	2566	2527	2947	3554
RP11-973H7.4	789	789	789	789
PTPN2	2047	1910	3418	4133
SEH1L	1889	1758	3505	3830
CEP192	7057	7700	8130	8177
LOC101927582	1855	1855	1855	1855
LDLRAD4	8669	8679	9148	11867
LDLRAD4-AS1	2166	2166	2166	2166
MIR5190	50	50	80	80
LOC102724634	1317	1413	1533	1654
LOC102724615	861	861	904	904
MIR4526	54	54	87	87
FAM210A	3436	4244	4384	4403
RNMT	5107	5101	6203	6249
MC5R	1319	1319	1319	1319
MC2R	3652	3652	3652	3652
ZNF519	3925	2686	6810	8887
LOC102724693	221	221	221	221
ANKRD20A5P	3707	3707	3707	3707
CYP4F35P	2876	2876	2876	2876
CXADRP3	1613	1613	1613	1613
POTEC	2243	2243	2243	2243
ANKRD30B	4619	4619	4621	4974
MIR3156-2	40	22	77	77
RP11-527H14.2	1871	1871	1871	1871
RP11-527H14.3	698	698	698	698
LOC102724676	1049	1049	1049	1049
LOC644669	2097	2097	2097	2097
ROCK1	6650	6650	6650	6650
LOC101927496	321	321	321	321
GREB1L	7020	6397	8611	8777
LOC101927521	599	581	698	763
